1.855070236776923176e+00,4.318790298863535160e-01
1.842685142178561719e+00,3.535152986936289654e-01
1.669607720375839044e+00,3.591522390469684689e-01
1.762350304581519866e+00,4.380723819227314575e-01
1.989983241036749284e+00,3.959314932011590016e-01
1.668457845918386306e+00,3.655590307972846342e-01
1.717692748503054645e+00,4.483053557445695336e-01
1.609972644523201435e+00,4.064834077872564455e-01
1.779702999764201543e+00,4.233753119872508686e-01
1.704320739071127688e+00,3.763650353936225934e-01
1.621646255069410847e+00,3.508252200310039148e-01
1.709766198365992196e+00,4.417622129933658215e-01
1.648434102785472755e+00,4.782770185382226313e-01
1.913500800416800818e+00,1.931587058658700284e-01
1.806678219045474210e+00,4.678480118702478263e-01
1.700308643412441034e+00,3.604300269343435059e-01
1.750764288208968456e+00,3.703781204270504834e-01
1.733151049062951810e+00,2.325568277342256185e-01
1.879285502445976030e+00,5.081190675709054139e-01
1.682715920047243685e+00,2.535147755869718855e-01
1.030844471751015012e+00,2.183314402220151162e+00
9.929333004378171346e-01,2.208960357486948300e+00
1.047891859212757959e+00,2.310368113567058401e+00
9.061782462593808152e-01,2.102556803661952411e+00
8.204441443722310101e-01,2.301931137112178227e+00
8.598520583273363549e-01,2.190211563771589098e+00
9.191065802606883661e-01,2.235636469574503238e+00
7.851100035210885064e-01,2.259771058880840844e+00
1.031127086489159739e+00,2.249735407905923967e+00
9.476493669358920791e-01,2.250633215828336198e+00
1.018642618669752142e+00,1.963633923558792738e+00
1.174329214930808662e+00,2.279902531470250349e+00
9.134971258670372407e-01,2.201797861682697643e+00
1.028112161840658123e+00,2.229282805298021142e+00
7.756695373275896976e-01,2.447342485337389739e+00
9.676839183824919033e-01,2.342910470373037679e+00
9.095329993273000291e-01,2.394530904626037682e+00
1.007372352994967191e+00,2.301777582649002785e+00
8.742126474910436595e-01,2.362007728169727816e+00
1.047719800559218095e+00,2.371077822157957815e+00
1.804749234185809570e+00,-1.025380591722489854e+00
2.097949659918361576e+00,-1.083279462148565742e+00
1.853963020082135316e+00,-8.635887436161414632e-01
1.877330486921453101e+00,-9.189825119010817112e-01
1.827613087223679988e+00,-9.402722910916591070e-01
1.736905304976435804e+00,-8.114648119145921878e-01
1.855741585637110447e+00,-1.045295700276096085e+00
1.934196298353158872e+00,-1.023349858615266283e+00
1.734132143009692095e+00,-1.111949630456166460e+00
1.936935305418980846e+00,-9.932352236910376719e-01
1.854187834183123496e+00,-8.695034992787846750e-01
1.754875409274293085e+00,-1.050345655162893577e+00
1.829070009231839933e+00,-9.678427209447035828e-01
1.863340845020909686e+00,-1.005966599115401872e+00
1.861395349940402788e+00,-9.880084075055284298e-01
1.795597551294788152e+00,-1.058577178731818780e+00
1.895009625922361440e+00,-1.066369388175963717e+00
1.751822464230882170e+00,-1.008507104988980441e+00
1.851791288533585877e+00,-7.516055301465900396e-01
1.797087962564344110e+00,-8.829518073794615507e-01
1.024807250946052628e+00,-2.702517038180715092e-01
1.027413715265849348e+00,-2.697452723170296607e-01
6.841711937259152831e-01,-9.072525586175980705e-02
7.744993591818174483e-01,-1.062637621171063917e-01
8.816873277518677554e-01,1.459787132128934073e-02
1.056939357457190365e+00,-1.966957886828366586e-01
8.813046564227211555e-01,-2.727649486071099805e-01
9.059961542963301806e-01,-1.793927578161488012e-01
9.136190630864208240e-01,-1.356868227704614849e-01
1.007940567298477141e+00,-1.163917625983804938e-01
8.736740251349450759e-01,-2.951363556778557329e-01
1.086541602335836521e+00,-2.203021267526916738e-01
8.848590575320874896e-01,-2.034761395278089635e-01
7.657814625099245154e-01,-1.991546087017465605e-01
9.021228361247946026e-01,-8.932137846334663178e-02
1.019934132436322916e+00,-1.509801193890709659e-01
1.043273254937019834e+00,-1.173607099175716928e-01
9.485202063653338511e-01,-1.352643914678755832e-01
9.310230681674493969e-01,-1.908421597010429294e-01
9.233150638361927731e-01,-2.641583414446985745e-01
-7.517468126192825006e-02,3.112861408454142831e-01
-1.905572538619419720e-02,3.856526439222774383e-01
-9.826935362854877232e-02,4.599821795664679747e-01
-3.888740528726505885e-02,2.535361610750270778e-01
-1.239092194099550154e-01,4.986163931464505650e-01
-2.730294337367832891e-01,4.493265494778786451e-01
-3.287752747337767678e-01,3.083478175748119998e-01
-9.935579660953904046e-02,2.449269917061769331e-01
-2.017699255619729293e-01,2.634150011920136647e-01
6.159464142719812962e-02,4.270212774871057215e-01
-4.648982400829090172e-02,3.883309918868568800e-01
-1.385620266692777491e-01,2.489510830732690749e-01
-1.324025880683441236e-01,3.344492807572099768e-01
-1.742645936432420106e-02,5.247086886041296694e-01
4.343901976385992902e-02,4.958536958844955156e-01
-1.630842454858564550e-01,2.990088033423328739e-01
-2.655253362904923253e-02,4.462277836856012314e-01
-2.800726968612609058e-01,4.461466812127492521e-01
-2.176686954477120850e-02,4.164910608565353112e-01
-1.217242188944920034e-01,3.298336531767367408e-01
